Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,Home Made Kitchen - Tesla Destination,1994 US 281,,George West,TX,78022,,361-774-8986  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,28.319325,-98.112851,2020-11-03,115743,2021-03-11 23:22:17 UTC,P,,,2015-05-01,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,
ELEC,Inn on Lake Granbury - Tesla Destination,205 West Doyle St,,Granbury,TX,76048,,817-573-0046  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,32.439663,-97.789146,2020-11-03,115744,2021-03-11 23:22:17 UTC,P,,,2015-05-01,,,,,J1772 TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,INN,,,,,,,Free,,,,,,,,,,
ELEC,Americas Best Value Inn - Harker Heights/Killeen - Tesla Destination,511 Pan American Dr,,Harker Heights,TX,76548,,254-432-5106  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,31.077753,-97.656303,2020-11-03,115745,2021-03-11 23:22:17 UTC,P,,,2016-04-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Bluebonnet Country Club - Tesla Destination,27521 FM 1602,,Hico,TX,76457,,713-907-3793  877-798-3752,E,,Public,24 hours daily; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,31.958797,-98.018821,2020-11-03,115746,2021-03-11 23:22:17 UTC,P,,,2016-02-01,,,,,J1772 TESLA,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,
ELEC,Horseshoe Bay - Tesla Destination,200 Hi Cir N,,Horseshoe Bay,TX,78657,,877-624-6034  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.547148,-98.360773,2020-11-03,115747,2021-03-11 23:22:17 UTC,P,,,2016-03-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hyatt Regency Houston - Tesla Destination,1200  Louisiana St,,Houston,TX,77002,,713-654-1234  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,29.757182,-95.368858,2020-11-03,115748,2021-03-11 23:22:17 UTC,P,,,2016-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Fairfield Inn & Suites Houston Energy Corridor/Katy - Tesla Destination,15111 Katy Fwy,,Houston,TX,77094,,281-646-0056  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,29.784182,-95.650169,2020-11-03,115749,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,The St. Regis Houston - Tesla Destination,1919 Briar Oaks Ln,,Houston,TX,77027,,713-840-7600  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,5,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.747364,-95.450496,2020-11-03,115750,2021-03-11 23:22:17 UTC,P,,,2015-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hyatt Place Houston NW Vintage Park - Tesla Destination,20330   TX-249,,Houston,TX,77070,,832-930-8090  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.988951,-95.57116,2020-11-03,115751,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,"Royal Sonesta Hotel - Houston, TX - Tesla Destination",2222 W Loop S,,Houston,TX,77027,,713-627-7600  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,5,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.744004,-95.458813,2020-11-03,115752,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hotel Derek - Tesla Destination,2525 West Loop S,,Houston,TX,77027,,713-629-3000  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.741554,-95.456745,2020-11-03,115753,2021-03-11 23:22:17 UTC,P,,,2016-02-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hyatt Regency Houston Galleria - Tesla Destination,2626 Sage Rd,,Houston,TX,77056,,832-803-1234  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,7,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.73847,-95.467337,2020-11-03,115754,2021-03-11 23:22:17 UTC,P,,,2016-02-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Boheme Restaurant - Tesla Destination,307 Fairview St,,Houston,TX,77006,,713-529-1099  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.747997,-95.386029,2020-11-03,115755,2021-03-11 23:22:17 UTC,P,,,2016-07-15,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,
ELEC,Hotel ZAZA - Tesla Destination,5701 Main St,,Houston,TX,77005,,713-526-1991  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.724268,-95.390109,2020-11-03,115756,2021-03-11 23:22:17 UTC,P,,,2016-04-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,TMC Hotel Tower - Tesla Destination,6750 Main St,,Houston,TX,77030,,713-422-2779  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,29.708497,-95.403608,2020-11-03,115757,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Holiday Inn Express & Suites Houston - Memorial Park - Tesla Destination,7625 Katy Fwy,,Houston,TX,77024,,713-688-2800  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,29.783491,-95.466837,2020-11-03,115758,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hotel Sorella - CityCentre - Tesla Destination,800 Sorella Ct,,Houston,TX,77024,,713-973-1600  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.780192,-95.561368,2020-11-03,115759,2021-03-11 23:22:17 UTC,P,,,2015-05-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,JW Marriott Houston Downtown - Tesla Destination,806 Main St,,Houston,TX,77002,,713-237-1111  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.758414,-95.364177,2020-11-03,115760,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Comfort Suites Northwest Houston at Beltway 8 - Tesla Destination,8155 N Sam Houston Pkwy,,Houston,TX,77064,,346-206-3300  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,29.92875,-95.544969,2020-11-03,115761,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Sorella CityCentre - Tesla Destination,825  Town and Country Ln,,Houston,TX,77024,,713-461-0758  877-798-3752,E,,Public,24 hours daily,,,,,,12,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.781731,-95.559639,2020-11-03,115762,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,La Quinta Inn & Suites Willowbrook Houston - Tesla Destination,8383 Farm to Market 1960 Rd W,,Houston,TX,77070,,832-617-5757  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.956945,-95.550675,2020-11-03,115763,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Wing Aviation Hangar - Tesla Destination,8410 Larson St,,Houston,TX,77061,,866-944-9464  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,29.649885,-95.263392,2020-11-03,115764,2021-03-11 23:22:17 UTC,P,,,2016-02-01,,,,,TESLA,US,,,,Public,,public,,,AIRPORT,,,,,,,Free,,,,,,,,,,
ELEC,Best Western Plus Downtown Inn & Suites - Tesla Destination,915 W Dallas St,,Houston,TX,77019,,713-571-7733  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.757371,-95.377369,2020-11-03,115765,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Holiday Inn Express & Suites Houston - Tesla Destination,9300 Main St,,Houston,TX,77085,,832-371-9300  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.684428,-95.423407,2020-11-03,115766,2021-03-11 23:22:17 UTC,P,,,2016-07-15,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Homewood Suites by Hilton Houston Memorial City - Tesla Destination,9450 Katy Fwy,,Houston,TX,77007,,713-325-0101  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,5,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,29.785175,-95.525878,2020-11-03,115767,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Staybridge Suites Houston Medical Center - Tesla Destination,9000 S Main St,,Houston,TX,77025,,346-319-6461  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.688476,-95.419677,2020-11-03,115768,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hampton Inn Houston/Humble-Airport Area - Tesla Destination,19108 Moon Trail Dr,,Humble,TX,77346,,281-446-4800  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.999644,-95.195894,2020-11-03,115769,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Best Western Atascocita - Tesla Destination,7730 FM 1960 Rd E,,Humble,TX,77346,,281-852-5665  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.99947,-95.158275,2020-11-03,115770,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,The Market @ Bridget's Basket - Tesla Destination,1551 Hwy 39,,Ingram,TX,78024,,830-238-3737  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,30.069727,-99.329447,2020-11-03,115771,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,
ELEC,NYLO Irving / Las Colinas - Tesla Destination,1001 Royal Ln,,Irving,TX,75039,,972-373-8900  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,32.89665422089801,-96.96336593652342,2020-11-03,115772,2021-03-11 23:22:17 UTC,P,,,2015-07-27,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Staybridge Suites DFW Airport - Tesla Destination,2220 Market Pl Blvd,,Irving,TX,75063,,972-401-4700  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,32.922815,-96.97531,2020-11-03,115773,2021-03-11 23:22:17 UTC,P,,,2016-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,FreedomPark DFW - Tesla Destination,7815 Esters Blvd,,Irving,TX,75063,,972-252-2500  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,32.913598,-97.009803,2020-11-03,115774,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,
ELEC,La Paz Bed and Breakfast - Tesla Destination,850 County Rd 051,,Jasper,TX,75951,,409-383-1301  877-798-3752,E,,Public,24 hours daily,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,31.049361,-94.124673,2020-11-03,115775,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,B_AND_B,,,,,,,Free,,,,,,,,,,
ELEC,Best Western Johnson City Inn - Tesla Destination,107 U.S. 281,,Johnson City,TX,78636,,830-868-4044  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.276283,-98.402599,2020-11-03,115776,2021-03-11 23:22:17 UTC,P,,,2016-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Best Western Premier Energy Corridor - Tesla Destination,1549 Westborough Dr,,Katy,TX,77449,,281-599-3249  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.788678,-95.731341,2020-11-03,115777,2021-03-11 23:22:17 UTC,P,,,2016-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,La Quinta Inn & Suites Houston Katy East - Tesla Destination,22455 Katy Fwy,,Katy,TX,77450,,281-392-9800  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.784371,-95.761621,2020-11-03,115778,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Holiday Inn & Suites Houston West - Katy Mills - Tesla Destination,25406 Katy Mills Pkwy,,Katy,TX,77077,,281-712-2363  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,29.774814,-95.815279,2020-11-03,115779,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Courtyard by Marriott - Killeen - Tesla Destination,1721 E Central Texas Expy,,Killeen,TX,76541,,254-616-2000  877-798-3752,E,,Public,24 hours daily,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,31.092701,-97.721107,2020-11-03,115780,2021-03-11 23:22:17 UTC,P,,,2016-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hampton Inn Killeen - Tesla Destination,2702 O W Curry Dr,,Killeen,TX,76542,,254-554-7110  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,31.087385,-97.716157,2020-11-03,115781,2021-03-11 23:22:17 UTC,P,,,2016-03-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hilton Garden Inn Killeen - Tesla Destination,2704  O W Curry Dr,,Killeen,TX,76542,,254-554-3900  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,31.086494,-97.714756,2020-11-03,115782,2021-03-11 23:22:17 UTC,P,,,2016-08-15,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,La Quinta Kingwood - Tesla Destination,22790 US-59,,Kingwood,TX,77339,,281-359-6611  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.047281,-95.252008,2020-11-03,115783,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Holiday Inn Express & Suites La Porte - Tesla Destination,908 W G St,,La Porte,TX,77571,,281-842-9888  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,29.656454,-95.02785,2020-11-03,115784,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Courtyard Marriott Lake Jackson - Tesla Destination,159 County Rd 288,,Lake Jackson,TX,77566,,979-297-7300  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,29.049372,-95.420335,2020-11-03,115785,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Best Western Plus Lampasas - Tesla Destination,1504 S Key Ave,,Lampasas,TX,76550,,512-556-2100  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,31.054945,-98.178567,2020-11-03,115786,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Burr Oak Ranch - Tesla Destination,2716 FM 1690,,Lampasas,TX,76550,,512-734-1432  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,31.238805,-98.133416,2020-11-03,115787,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Pier 121 Marina - Tesla Destination,1481 E Hill Park Rd,,Lewisville,TX,75056,,972-625-2233  877-798-3752,E,,Public,24 hours daily; for member use only,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,33.074881,-96.921999,2020-11-03,115788,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,TESLA,US,,,,Public,,public,,,OTHER_ENTERTAINMENT,,,,,,,Free,,,,,,,,,,
ELEC,Comfort Inn & Suites Longview South - I-20 - Tesla Destination,707 N Access Rd,,Longview,TX,75602,,623-748-7369  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,32.450149,-94.71472,2020-11-03,115789,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,El Cosmico - Tesla Destination,802 S Highland Dr,,Marfa,TX,79843,,432-729-1950  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,30.302371,-104.020604,2020-11-03,115790,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,San Antonio Raceway - Tesla Destination,3641 S Santa Clara Rd,,Marion,TX,78124,,210-782-9578  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.52676,-98.114038,2020-11-03,115791,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,OTHER_ENTERTAINMENT,,,,,,,Free,,,,,,,,,,
ELEC,"Comfort Suites - Marshall, TX - Tesla Destination",5204 E End Blvd S,,Marshall,TX,75672,,903-927-1139  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,32.495532,-94.357051,2020-11-03,115792,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Rubiano Real Estate Office - Tesla Destination,5119 N McColl Rd,,McAllen,TX,78504,,956-793-3430  877-798-3752,E,,Public,24 hours daily,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,26.247595,-98.205776,2020-11-03,115793,2021-03-11 23:22:17 UTC,P,,,2014-08-01,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,
ELEC,Home2 Suites by Hilton McAllen - Tesla Destination,525 S Ware Rd,,McAllen,TX,78501,,956-391-2964  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,26.201548,-98.261781,2020-11-03,115794,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Embassy Suites by Hilton McAllen Convention Center - Tesla Destination,800 Convention Center Blvd,,McAllen,TX,78501,,956-622-7125  877-798-3752,E,,Public,24 hours daily; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,26.198734,-98.260723,2020-11-03,115795,2021-03-11 23:22:17 UTC,P,,,2016-09-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Dunkin Donuts - Tesla Destination,809 S Jackson Rd,,McAllen,TX,78503,,956-631-9500  877-798-3752,E,,Public,24 hours daily,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,26.190502,-98.205244,2020-11-03,115796,2021-03-11 23:22:17 UTC,P,,,2016-04-01,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,
ELEC,Microtel Inn and Suites Monahans - Tesla Destination,813 W Service Rd,,Monahans,TX,79756,,432-943-4506  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,31.575288,-102.894648,2020-11-03,115797,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,La Torretta Lake Resort & Spa - Tesla Destination,600 La Torretta Blvd,,Montgomery,TX,77356,,936-448-4400  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.396713,-95.637871,2020-11-03,115798,2021-03-11 23:22:17 UTC,P,,,2016-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Courtyard Marriott New Braunfels River Village - Tesla Destination,750 S Interstate Hwy 35,,New Braunfels,TX,78130,,830-626-4700  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,29.687713,-98.12181,2020-11-03,115799,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,The Vine - Tesla Destination,25642 Bernard Rd,,New Ulm,TX,78950,,713-553-9797  877-798-3752,E,,Public,24 hours daily,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,29.872386,-96.464479,2020-11-03,115800,2021-03-11 23:22:17 UTC,P,,,2016-06-01,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,
ELEC,La Quinta Inn & Suites Palestine - Tesla Destination,3000 South Loop 256,,Palestine,TX,75801,,903-723-1387  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,31.733974,-95.629399,2020-11-03,115801,2021-03-11 23:22:17 UTC,P,,,2015-05-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
